,city,colors,shape,state,time
42986,Springtown,,CIRCLE,TX,2008-01-18 22:30:00
42987,Springtown,,CIRCLE,TX,2008-01-18 22:30:00
42988,Springtown,,CIRCLE,TX,2008-01-18 22:30:00
42989,Graham,,TRIANGLE,WA,2008-01-18 23:00:00
42990,Davis,,CIRCLE,CA,2008-01-18 23:30:00
42991,Maple Glen,,LIGHT,PA,2008-01-18 23:45:00
42992,Corydon,,DISK,IN,2008-01-19 08:00:00
42993,Newark,,LIGHT,OH,2008-01-19 19:15:00
42994,Grand Junction,,LIGHT,CO,2008-01-19 19:30:00
42995,Burbank,RED,LIGHT,CA,2008-01-19 19:50:00
42996,La Mesa,,VARIOUS,CA,2008-01-19 21:00:00
42997,Penns Grove,,OTHER,DE,2008-01-20 00:00:00
42998,Memphis,ORANGE,SPHERE,TN,2008-01-20 00:15:00
42999,Clarksville,RED,RECTANGLE,TX,2008-01-20 02:00:00
43000,Aberdeen,,TEARDROP,NJ,2008-01-20 04:45:00
43001,East Dublin,,OTHER,GA,2008-01-20 05:58:00
43002,East Dublin,RED,OVAL,GA,2008-01-20 05:58:00
43003,East Dublin,RED,OVAL,GA,2008-01-20 05:58:00
43004,Tallmadge,,DISK,OH,2008-01-20 08:30:00
43005,Denver,,VARIOUS,CO,2008-01-20 09:20:00
43006,Des Peres,,CIRCLE,MO,2008-01-20 10:30:00
43007,San Antonio,,LIGHT,TX,2008-01-20 10:45:00
43008,Lebanon,,SPHERE,OR,2008-01-20 14:00:00
43009,Fircrest,,,WA,2008-01-20 14:25:00
43010,Morgan Hill,,OTHER,CA,2008-01-20 17:11:00
43011,Marysville,RED BLUE,CIRCLE,WA,2008-01-20 19:00:00
43012,Indiana,,,PA,2008-01-20 19:08:00
43013,Janesville,,TRIANGLE,CA,2008-01-20 19:56:00
43014,Batesville,,DIAMOND,AR,2008-01-20 20:00:00
43015,Oak Lawn,,OVAL,IL,2008-01-20 20:30:00
43016,Elmhurst,,DISK,IL,2008-01-20 21:33:00
43017,Lancaster,,CIRCLE,CA,2008-01-20 21:52:00
43018,Haleyville,,TRIANGLE,AL,2008-01-20 22:09:00
43019,Denton,,CHEVRON,TX,2008-01-20 23:55:00
43020,Newburgh,,OTHER,NY,2008-01-21 04:00:00
43021,Ashton,,SPHERE,WV,2008-01-21 08:00:00
43022,Henderson,,CONE,NV,2008-01-21 09:24:00
43023,Lehi,BLUE,OVAL,UT,2008-01-21 10:15:00
43024,Apache Junction,,CIGAR,AZ,2008-01-21 13:00:00
43025,Norwood,BLUE,LIGHT,MA,2008-01-21 18:37:00
43026,Danville,GREEN,OTHER,KY,2008-01-21 20:00:00
43027,Crowley,GREEN,LIGHT,TX,2008-01-22 02:30:00
43028,Fayetteville,,,NC,2008-01-22 05:00:00
43029,Taft,,DISK,CA,2008-01-22 05:00:00
43030,Baton Rouge,,,LA,2008-01-22 05:45:00
43031,Clarence,,FIREBALL,NY,2008-01-22 06:46:00
43032,Chicago,,DIAMOND,IL,2008-01-22 18:00:00
43033,Wahkiki,,,HI,2008-01-22 18:00:00
43034,Martinsville,,CIRCLE,IN,2008-01-22 18:55:00
43035,Greenwood,ORANGE,FIREBALL,IN,2008-01-22 19:08:00
43036,Boulder,,CIRCLE,CO,2008-01-22 21:00:00
43037,Seattle,,TEARDROP,WA,2008-01-23 02:00:00
43038,Milpitas,,CIRCLE,CA,2008-01-23 02:30:00
43039,Newton,,DISK,MA,2008-01-23 04:00:00
43040,Mokena,,TRIANGLE,IL,2008-01-23 06:30:00
43041,Ft. Pierce,,LIGHT,FL,2008-01-23 07:15:00
43042,St. George,,OTHER,UT,2008-01-23 14:40:00
43043,Plumsteadville,,DIAMOND,PA,2008-01-23 17:59:00
43044,Smithtown,,DISK,NY,2008-01-23 19:10:00
43045,Mims,,OTHER,FL,2008-01-23 19:17:00
43046,Mims,,OTHER,FL,2008-01-23 19:17:00
43047,Windsor,,LIGHT,VA,2008-01-23 19:30:00
43048,Austin,,DISK,TX,2008-01-23 22:30:00
43049,Stonington,,OTHER,CT,2008-01-24 03:08:00
43050,Fort Myers,,LIGHT,FL,2008-01-24 06:30:00
43051,White Plains,,OVAL,NY,2008-01-24 17:00:00
43052,Auburn,,OTHER,AL,2008-01-24 18:00:00
43053,Hammond,RED,,IN,2008-01-24 18:00:00
43054,Hayward,RED,OVAL,CA,2008-01-24 18:10:00
43055,Eustis,,,FL,2008-01-24 18:30:00
43056,Hammond,RED,,IN,2008-01-24 18:30:00
43057,Valley,,FIREBALL,AL,2008-01-24 19:00:00
43058,Waddington,ORANGE,LIGHT,NY,2008-01-24 19:00:00
43059,Dublin,GREEN,FIREBALL,GA,2008-01-24 19:10:00
43060,Powder Springs,,LIGHT,GA,2008-01-24 19:15:00
43061,Las Vegas,,OVAL,NV,2008-01-24 20:50:00
43062,Fredericksburg,,,VA,2008-01-24 21:00:00
43063,Newport News,,DISK,VA,2008-01-24 21:05:00
43064,North East,,VARIOUS,MD,2008-01-24 21:15:00
43065,Montgomery,YELLOW,DISK,TX,2008-01-24 23:00:00
43066,North Riverside,,LIGHT,IL,2008-01-24 23:00:00
43067,Florence,GREEN,TEARDROP,AL,2008-01-24 23:30:00
43068,Acworth,,FIREBALL,GA,2008-01-25 03:00:00
43069,Davis,,FIREBALL,CA,2008-01-25 07:30:00
43070,Tacoma,,OVAL,WA,2008-01-25 16:40:00
43071,Colquitt,,DISK,GA,2008-01-25 22:00:00
43072,Maiden,,CIRCLE,NC,2008-01-25 22:00:00
43073,Albuquerque,RED,LIGHT,NM,2008-01-25 22:45:00
43074,Anthony,,DISK,FL,2008-01-25 23:00:00
43075,Wildwood,,FLASH,FL,2008-01-25 23:00:00
43076,Portland,YELLOW,CIRCLE,OR,2008-01-26 00:05:00
43077,Brea,,FIREBALL,CA,2008-01-26 07:16:00
43078,Baltimore,,CIGAR,MD,2008-01-26 07:20:00
43079,Johnson City,,OVAL,TN,2008-01-26 13:30:00
43080,Denver,,SPHERE,CO,2008-01-26 14:00:00
43081,Fort Myers,,DISK,FL,2008-01-26 14:50:00
43082,Anaheim - Brea - Diamond Bar,ORANGE,OVAL,CA,2008-01-26 17:45:00
43083,Anaheim,,FIREBALL,CA,2008-01-26 17:52:00
43084,Fullerton,,FIREBALL,CA,2008-01-26 18:00:00
43085,Placentia,ORANGE,OVAL,CA,2008-01-26 18:00:00
43086,Yorba Linda,,FIREBALL,CA,2008-01-26 18:00:00
43087,Yorba Linda,,FIREBALL,CA,2008-01-26 18:00:00
43088,Yorba Linda,,LIGHT,CA,2008-01-26 18:00:00
43089,Los Angeles,,RECTANGLE,CA,2008-01-26 18:15:00
43090,Low Moor,,,VA,2008-01-26 18:41:00
43091,Sheffield,,CIRCLE,PA,2008-01-26 18:45:00
43092,Charlotte,,FORMATION,NC,2008-01-26 19:00:00
43093,Glendale,RED,OVAL,AZ,2008-01-26 20:30:00
43094,Tazewell,,LIGHT,TN,2008-01-27 00:00:00
43095,Ellicott City,,OTHER,MD,2008-01-27 04:30:00
43096,Oxford,,OTHER,CT,2008-01-27 11:35:00
43097,Briarwood,RED,CIRCLE,NY,2008-01-27 14:00:00
43098,Apalachicola,,VARIOUS,FL,2008-01-27 15:30:00
43099,Apalachicola,,,FL,2008-01-27 17:00:00
43100,Cary,RED GREEN BLUE,DISK,IL,2008-01-27 17:36:00
43101,Lost Hills,,FIREBALL,CA,2008-01-27 17:45:00
43102,San Diego,,FLASH,CA,2008-01-27 18:00:00
43103,Corona,,LIGHT,CA,2008-01-27 18:01:00
43104,Ojibwa,,,WI,2008-01-27 18:30:00
43105,Easley,,CIRCLE,SC,2008-01-27 23:46:00
43106,Presque Isle,,FIREBALL,ME,2008-01-28 00:00:00
43107,Mesquite,,,TX,2008-01-28 00:28:00
43108,Ft. Lauderdale,,CYLINDER,FL,2008-01-28 09:55:00
43109,St. Augustine,,SPHERE,FL,2008-01-28 10:45:00
43110,Livingston,,CIGAR,AL,2008-01-28 15:30:00
43111,Rocky Mount,,OTHER,NC,2008-01-28 16:20:00
43112,no data,,CIRCLE,NY,2008-01-28 17:55:00
43113,Ballston Spa,,CIRCLE,NY,2008-01-28 18:20:00
43114,Rockford,,TRIANGLE,IL,2008-01-28 20:00:00
43115,Waynesburg,,TRIANGLE,OH,2008-01-28 20:15:00
43116,Santa Clarita,RED,FORMATION,CA,2008-01-28 20:50:00
43117,Maize,,OTHER,KS,2008-01-28 23:15:00
43118,Tilton,ORANGE,FORMATION,NH,2008-01-29 00:00:00
43119,Northridge,,TRIANGLE,CA,2008-01-29 09:00:00
43120,Cordova,,,TN,2008-01-29 09:15:00
43121,Mt. Laguna,,CIRCLE,CA,2008-01-29 14:00:00
43122,Boston,,CYLINDER,MA,2008-01-29 14:55:00
43123,Murphy,,FLASH,TX,2008-01-29 18:00:00
43124,Beecher,,LIGHT,IL,2008-01-29 19:00:00
43125,Port St. Lucie,,LIGHT,FL,2008-01-29 19:00:00
43126,Canyon,,SPHERE,TX,2008-01-29 19:25:00
43127,North Franklin,,CROSS,CT,2008-01-29 20:32:00
43128,Burbank,,FORMATION,CA,2008-01-29 20:40:00
43129,Lancaster,,TRIANGLE,KY,2008-01-29 22:00:00
43130,Denver,RED GREEN,OTHER,CO,2008-01-30 00:00:00
43131,Versailles,,SPHERE,KY,2008-01-30 00:40:00
43132,Santa Rosa,,TEARDROP,CA,2008-01-30 07:57:00
43133,Point Pleasant Beach nj,RED,SPHERE,NJ,2008-01-30 10:30:00
43134,Weston,,VARIOUS,MO,2008-01-30 18:16:00
43135,Kings Park,,TRIANGLE,NY,2008-01-30 19:21:00
43136,Oklahoma City,,FLASH,OK,2008-01-30 19:30:00
43137,Sorrento,,OVAL,FL,2008-01-30 19:30:00
43138,Copperas Cove,,,TX,2008-01-30 20:00:00
43139,Ocala,,CIRCLE,FL,2008-01-30 20:00:00
43140,Advance,,OTHER,NC,2008-01-30 21:00:00
43141,Oklahoma,RED,TRIANGLE,OK,2008-01-30 21:00:00
43142,Cape Coral,YELLOW GREEN BLUE,OVAL,FL,2008-01-30 22:00:00
43143,Myrtle Beach,,SPHERE,SC,2008-01-30 22:00:00
43144,Mission,,DISK,SD,2008-01-31 00:00:00
43145,Cortez,,CIRCLE,CO,2008-01-31 04:00:00
43146,Stafford,,CYLINDER,VA,2008-01-31 05:40:00
43147,Lisle,,LIGHT,IL,2008-01-31 06:30:00
43148,Charlotte,,,NC,2008-01-31 06:47:00
43149,New York,,DISK,NY,2008-01-31 07:30:00
43150,Lake Elsinore,,OVAL,CA,2008-01-31 12:05:00
43151,Lake Elsinore,,SPHERE,CA,2008-01-31 12:05:00
43152,Willow Island,,CIRCLE,WV,2008-01-31 13:00:00
43153,Columbus,,SPHERE,OH,2008-01-31 15:50:00
43154,Lake Havasu City,,OTHER,AZ,2008-01-31 18:30:00
43155,Westminster,,OTHER,MD,2008-01-31 21:00:00
43156,Irvine,,CIRCLE,CA,2008-01-31 21:50:00
43157,Athens,,OTHER,TX,2008-01-31 23:15:00
43158,Delray Beach,,TRIANGLE,FL,2008-02-01 00:00:00
43159,Orlando,,TRIANGLE,FL,2008-02-01 00:25:00
43160,Port Neches,,CIGAR,TX,2008-02-01 01:30:00
43161,Daytona Beach to Tampa,,TEARDROP,FL,2008-02-01 04:30:00
43162,Santa Barbara,,FORMATION,CA,2008-02-01 05:00:00
43163,Sanford,,OTHER,FL,2008-02-01 06:00:00
43164,Mesa,,LIGHT,AZ,2008-02-01 07:15:00
43165,Olympia,,RECTANGLE,WA,2008-02-01 07:15:00
43166,Apache Junction,,TRIANGLE,AZ,2008-02-01 15:00:00
43167,Garden Grove,,LIGHT,CA,2008-02-01 20:00:00
43168,Hilton Head,,,SC,2008-02-01 20:00:00
43169,Folcroft,,FIREBALL,PA,2008-02-01 21:00:00
43170,Garden Grove,GREEN,LIGHT,CA,2008-02-01 21:12:00
43171,Eustis,,VARIOUS,FL,2008-02-01 22:00:00
43172,New York City,,CROSS,NY,2008-02-02 06:20:00
43173,Clementon,,OTHER,NJ,2008-02-02 10:00:00
43174,Houston,,SPHERE,TX,2008-02-02 12:30:00
43175,Islandia,,CIRCLE,NY,2008-02-02 13:00:00
43176,Mesa,,OVAL,AZ,2008-02-02 17:45:00
43177,Carney,,LIGHT,MD,2008-02-02 19:00:00
43178,Flippin,GREEN,,AR,2008-02-02 21:00:00
43179,Newport News,ORANGE,SPHERE,VA,2008-02-02 21:50:00
43180,Liberty Twp,,,OH,2008-02-03 01:00:00
43181,Victorville,,FIREBALL,CA,2008-02-03 17:30:00
43182,Napavine,,LIGHT,WA,2008-02-03 18:58:00
43183,Billings,,LIGHT,MT,2008-02-03 19:30:00
43184,Madison,,CHEVRON,TN,2008-02-03 22:30:00
43185,San Francisco,,FORMATION,CA,2008-02-04 02:00:00
43186,Concord,,CIGAR,NH,2008-02-04 11:45:00
43187,Granite Bay,,OTHER,CA,2008-02-04 20:05:00
43188,Phoenix,,OTHER,AZ,2008-02-04 20:30:00
43189,Encinal,,FORMATION,TX,2008-02-04 20:50:00
43190,Jasper,,CIRCLE,AR,2008-02-04 21:00:00
43191,Somerville County,BLUE,CIRCLE,TX,2008-02-04 22:38:00
43192,Easton,GREEN,TRIANGLE,PA,2008-02-04 23:00:00
43193,Shephredstown,,LIGHT,WV,2008-02-05 06:00:00
43194,Menifee,,CIRCLE,CA,2008-02-05 12:40:00
43195,Spokane,,RECTANGLE,WA,2008-02-05 19:10:00
43196,Silver Springs,RED,,FL,2008-02-05 20:05:00
43197,Colorado Springs,,TRIANGLE,CO,2008-02-05 21:00:00
43198,Miami,,CIRCLE,FL,2008-02-05 22:00:00
43199,New Iberia,,CIGAR,LA,2008-02-06 07:30:00
43200,Anchorage,,LIGHT,AK,2008-02-06 19:00:00
43201,Gainesville,,FORMATION,GA,2008-02-06 19:25:00
43202,Laguna Niguel,,FIREBALL,CA,2008-02-06 21:05:00
43203,Garden Grove,BLUE,FLASH,CA,2008-02-06 21:30:00
43204,Encinal,,SPHERE,TX,2008-02-06 22:00:00
43205,Gulfport,,CIRCLE,MS,2008-02-06 22:00:00
43206,Philadelphia,BLUE,LIGHT,PA,2008-02-06 22:45:00
43207,San Jose,,,CA,2008-02-06 23:00:00
43208,San Jose,,,CA,2008-02-06 23:00:00
43209,Manhattan Beach,,LIGHT,CA,2008-02-07 01:25:00
43210,West Memphis,,CIRCLE,AR,2008-02-07 03:30:00
43211,New York City,,LIGHT,NY,2008-02-07 06:00:00
43212,New York City,,,NY,2008-02-07 06:33:00
43213,Hampton,ORANGE,OVAL,FL,2008-02-07 07:46:00
43214,Virginia Beach,,OVAL,VA,2008-02-07 11:30:00
43215,Lehigh Acres,,,FL,2008-02-07 14:00:00
43216,Lehigh Acres,,CYLINDER,FL,2008-02-07 14:00:00
43217,Palmyra,GREEN,FIREBALL,PA,2008-02-07 18:30:00
43218,Harrisburg,,DISK,PA,2008-02-07 18:56:00
43219,Parkesburg,,,PA,2008-02-07 21:00:00
43220,Wallace,,OTHER,NC,2008-02-08 11:32:00
43221,Dallas,,CIGAR,TX,2008-02-08 13:30:00
43222,Arizona,,,AZ,2008-02-08 15:30:00
43223,Havre,,TRIANGLE,MT,2008-02-08 18:00:00
43224,Carlsbad,RED BLUE,OTHER,CA,2008-02-08 18:20:00
43225,Plano,RED,CIRCLE,TX,2008-02-08 20:20:00
43226,Corpus Christi,,CIRCLE,TX,2008-02-08 20:30:00
43227,Laredo,,OTHER,TX,2008-02-08 21:30:00
43228,Fort Collins,,LIGHT,CO,2008-02-09 00:00:00
43229,Plain Dealing,,,LA,2008-02-09 02:30:00
43230,Covina,,RECTANGLE,CA,2008-02-09 09:00:00
43231,Ukiah,,DISK,CA,2008-02-09 10:55:00
43232,Rome,,LIGHT,GA,2008-02-09 11:15:00
43233,Brentwood,,OVAL,TN,2008-02-09 12:45:00
43234,Dana Point,,DISK,CA,2008-02-09 13:00:00
43235,Dallas,,CIRCLE,TX,2008-02-09 15:00:00
43236,Baileyton,,TRIANGLE,TN,2008-02-09 18:00:00
43237,Greeneville,GREEN,OVAL,TN,2008-02-09 18:00:00
43238,San Francisco,,VARIOUS,CA,2008-02-09 19:30:00
43239,no data,,CIRCLE,VA,2008-02-09 23:30:00
43240,Parkersburg,,TRIANGLE,WV,2008-02-10 01:59:00
43241,Columbia,,LIGHT,TN,2008-02-10 02:45:00
43242,Corona,BLUE,EGG,CA,2008-02-10 10:30:00
43243,Paris,,CIGAR,TX,2008-02-10 11:00:00
43244,Fincastle,,FORMATION,VA,2008-02-10 20:41:00
43245,Hastings,,,MI,2008-02-10 21:45:00
43246,Whittier,,LIGHT,CA,2008-02-11 01:00:00
43247,Cincinnati,ORANGE,OVAL,OH,2008-02-11 02:01:00
43248,Yorkville,,VARIOUS,IL,2008-02-11 04:00:00
43249,Palm Bay,,,FL,2008-02-11 08:39:00
43250,Lancaster,,,PA,2008-02-11 12:00:00
43251,Burbank,,SPHERE,CA,2008-02-11 15:05:00
43252,Berkley,,,MI,2008-02-11 18:00:00
43253,Stroudsburg,,,PA,2008-02-11 21:00:00
43254,Clinton,,LIGHT,NJ,2008-02-11 21:15:00
43255,Winsted,BLUE,SPHERE,CT,2008-02-11 22:30:00
43256,Galena,RED,LIGHT,KS,2008-02-11 23:00:00
43257,Nebraska City,,CIRCLE,NE,2008-02-11 23:00:00
43258,Tijeras,,TRIANGLE,NM,2008-02-11 23:00:00
43259,Newport,,TRIANGLE,OR,2008-02-12 01:00:00
43260,Tullahoma,RED GREEN,EGG,TN,2008-02-12 01:00:00
43261,Wells,,LIGHT,TX,2008-02-12 01:00:00
43262,Scottsdale,,,AZ,2008-02-12 05:20:00
43263,Carlsbad,,CYLINDER,CA,2008-02-12 07:45:00
43264,El Paso,,LIGHT,TX,2008-02-12 13:30:00
43265,Wheat RIdge,,CHEVRON,CO,2008-02-12 17:30:00
43266,Cloverdale,,DISK,CA,2008-02-12 18:45:00
43267,Fayetteville,,CHEVRON,GA,2008-02-12 19:11:00
43268,Bremerton,RED,LIGHT,WA,2008-02-12 19:15:00
43269,Jenison,,TRIANGLE,MI,2008-02-12 19:50:00
43270,Weatherford,,FORMATION,TX,2008-02-12 21:00:00
43271,Massillon,,,OH,2008-02-12 21:40:00
43272,Los Gatos,,CIRCLE,CA,2008-02-12 21:58:00
43273,Winlock,,LIGHT,WA,2008-02-13 10:30:00
43274,Miami Beach,,TRIANGLE,FL,2008-02-13 18:00:00
43275,Phoenix,,LIGHT,AZ,2008-02-13 18:01:00
43276,Coal Valley,,LIGHT,IL,2008-02-13 18:15:00
43277,Reno,,OTHER,NV,2008-02-13 19:32:00
43278,Alton,,OVAL,MO,2008-02-13 19:38:00
43279,Safford,,DISK,AZ,2008-02-13 20:15:00
43280,Las Vegas,,CIGAR,NV,2008-02-13 20:30:00
43281,Cape Coral,,LIGHT,FL,2008-02-13 21:07:00
43282,Carrollton,,OTHER,TX,2008-02-13 21:54:00
43283,Cape Coral,,LIGHT,FL,2008-02-13 22:04:00
43284,Hammon,BLUE,LIGHT,OK,2008-02-13 22:17:00
43285,Ayden,,OVAL,NC,2008-02-13 23:30:00
43286,Mesa,,SPHERE,AZ,2008-02-14 00:00:00
43287,Kalamazoo,,VARIOUS,MI,2008-02-14 05:32:00
43288,Los Angeles County,,,CA,2008-02-14 08:40:00
43289,Ashby,,LIGHT,MA,2008-02-14 11:11:00
43290,Tucson,,CIGAR,AZ,2008-02-14 12:42:00
43291,Newport News,,DISK,VA,2008-02-14 13:00:00
43292,Cass Lake,,DISK,MN,2008-02-14 16:20:00
43293,Wall,,LIGHT,NJ,2008-02-14 18:00:00
43294,Jackson,,LIGHT,NJ,2008-02-14 19:00:00
43295,Rachel,,LIGHT,WV,2008-02-14 19:30:00
43296,Brookings,,OTHER,OR,2008-02-14 20:00:00
43297,Caufield,,LIGHT,MO,2008-02-14 20:00:00
43298,Annville,GREEN,DIAMOND,PA,2008-02-14 20:45:00
43299,Philadelphia,RED,SPHERE,PA,2008-02-14 23:00:00
43300,Worland,,OVAL,WY,2008-02-15 05:00:00
43301,Los Angeles,RED,LIGHT,CA,2008-02-15 11:30:00
43302,Reno,,LIGHT,NV,2008-02-15 18:15:00
43303,Carlsbad,,LIGHT,CA,2008-02-15 19:34:00
43304,Delray Beach,RED,CHEVRON,FL,2008-02-15 19:45:00
43305,Worley,,,ID,2008-02-15 22:00:00
43306,Richmond,,VARIOUS,VA,2008-02-16 00:00:00
43307,Rockaway Beach,,DIAMOND,NY,2008-02-16 03:35:00
43308,Atlanta,,OTHER,GA,2008-02-16 12:30:00
43309,Seattle,,LIGHT,WA,2008-02-16 12:54:00
43310,Laughlin,,DISK,NV,2008-02-16 13:50:00
43311,Rachel,,OTHER,NV,2008-02-16 17:52:00
43312,San Francisco,,TRIANGLE,CA,2008-02-16 18:15:00
43313,Albany,,CIRCLE,OR,2008-02-16 18:30:00
43314,Nashville,,,TN,2008-02-16 20:00:00
43315,Hurricane,GREEN,DISK,UT,2008-02-16 20:20:00
43316,Williamsburg,,LIGHT,VA,2008-02-16 20:30:00
43317,Sacramento,,FLASH,CA,2008-02-16 23:00:00
43318,Haslett,,TRIANGLE,MI,2008-02-17 00:00:00
43319,Hastings On Hudson,YELLOW,SPHERE,NY,2008-02-17 01:20:00
43320,Carlsbad,,LIGHT,CA,2008-02-17 01:50:00
43321,Orange,,OVAL,TX,2008-02-17 02:45:00
43322,Paramus,,CYLINDER,NJ,2008-02-17 06:48:00
43323,Polk City,,CIRCLE,FL,2008-02-17 10:00:00
43324,San Diego,,FORMATION,CA,2008-02-17 13:30:00
43325,Hughson,,VARIOUS,CA,2008-02-17 16:00:00
43326,Portland,,OTHER,OR,2008-02-17 17:00:00
43327,Grants Pass,,LIGHT,OR,2008-02-17 18:00:00
43328,San Francisco,,LIGHT,CA,2008-02-17 19:40:00
43329,Fort Collins,,LIGHT,CO,2008-02-17 20:00:00
43330,Weddington,,CIRCLE,NC,2008-02-17 20:00:00
43331,Mercer Island,,,WA,2008-02-17 20:12:00
43332,St. James,,,NY,2008-02-18 01:30:00
43333,Leawood,BLUE,LIGHT,KS,2008-02-18 18:00:00
43334,Kapaa,,LIGHT,HI,2008-02-18 19:15:00
43335,Key West,,,FL,2008-02-18 19:30:00
43336,Loves Park,,TRIANGLE,IL,2008-02-18 19:30:00
43337,Titusville,,EGG,FL,2008-02-18 19:30:00
43338,Kingsford,,LIGHT,MI,2008-02-18 19:45:00
43339,Vaughn,RED,LIGHT,NM,2008-02-18 20:30:00
43340,White Earth,,DIAMOND,MN,2008-02-18 23:45:00
43341,Boring,,FIREBALL,OR,2008-02-19 03:24:00
43342,Amity,,,OR,2008-02-19 05:05:00
43343,Fruitland,,FLASH,WA,2008-02-19 05:28:00
43344,Cheney,,FLASH,WA,2008-02-19 05:30:00
43345,Moscow,ORANGE,OTHER,ID,2008-02-19 05:30:00
43346,Spokane,,,WA,2008-02-19 05:30:00
43347,Spokane,,,WA,2008-02-19 05:30:00
43348,Sprague,,FIREBALL,WA,2008-02-19 05:30:00
43349,Stevensville,,,MT,2008-02-19 06:50:00
43350,Niantic,,LIGHT,CT,2008-02-19 11:00:00
43351,Sioux Falls,,OVAL,SD,2008-02-19 17:15:00
43352,Johnson City,,LIGHT,TN,2008-02-19 18:20:00
43353,Kalama,,DISK,WA,2008-02-19 18:40:00
43354,Longmont,,TRIANGLE,CO,2008-02-19 18:40:00
43355,Tucson,,TRIANGLE,AZ,2008-02-19 19:00:00
43356,Smithland,BLUE,SPHERE,IA,2008-02-19 19:10:00
43357,Turnersville,RED,CIGAR,NJ,2008-02-19 19:30:00
43358,Buford,,LIGHT,GA,2008-02-19 21:50:00
43359,Mt. Pleasant,,CIGAR,SC,2008-02-19 22:00:00
43360,Falling Waters,,LIGHT,WV,2008-02-19 23:00:00
43361,Arco Dessert,,FIREBALL,ID,2008-02-20 06:00:00
43362,Brea,,LIGHT,CA,2008-02-20 08:00:00
43363,Claxton,,TRIANGLE,GA,2008-02-20 13:30:00
43364,Bloomington,,LIGHT,IL,2008-02-20 18:00:00
43365,Charlton,GREEN,CIRCLE,MA,2008-02-20 18:00:00
43366,Auburn,,LIGHT,WA,2008-02-20 19:25:00
43367,Myrtle Beach,YELLOW,LIGHT,SC,2008-02-20 19:30:00
43368,Myrtle Beach,RED,LIGHT,SC,2008-02-20 19:35:00
43369,Ray City,,FLASH,GA,2008-02-20 19:44:00
43370,Blue Springs,,CIGAR,MO,2008-02-20 19:45:00
43371,Myrtle Beach,ORANGE,SPHERE,SC,2008-02-20 19:45:00
43372,Los Angeles,,CIRCLE,CA,2008-02-20 20:00:00
43373,Penn Valley,,LIGHT,CA,2008-02-20 20:00:00
43374,Sharon,,CIRCLE,NH,2008-02-20 20:00:00
43375,St. Louis,,TRIANGLE,MO,2008-02-20 20:45:00
43376,Burr Ridge,,LIGHT,IL,2008-02-20 20:53:00
43377,Sharon,,CIRCLE,NH,2008-02-20 21:00:00
43378,Gila Bend,ORANGE,OVAL,AZ,2008-02-20 21:30:00
43379,Ideal,,LIGHT,GA,2008-02-20 21:45:00
43380,Jacksonville,BLUE,OVAL,FL,2008-02-20 22:00:00
43381,Huntingburg,,OVAL,IN,2008-02-20 22:01:00
43382,Waldorf,RED,SPHERE,MD,2008-02-20 22:35:00
43383,Fayetteville,,CIRCLE,NC,2008-02-20 22:40:00
43384,Jacksonville,,LIGHT,FL,2008-02-20 22:55:00
43385,Bethel,,DISK,ME,2008-02-20 23:00:00
43386,New Durham,,CIRCLE,NH,2008-02-20 23:15:00
43387,Puyallup,,CHEVRON,WA,2008-02-20 23:15:00
43388,Seattle,,DISK,WA,2008-02-21 00:00:00
43389,Butte,,LIGHT,MT,2008-02-21 01:38:00
43390,Manheim,GREEN,LIGHT,PA,2008-02-21 02:00:00
43391,Galena,,LIGHT,KS,2008-02-21 07:00:00
43392,Fredericksburg,,RECTANGLE,VA,2008-02-21 09:45:00
43393,San Jose,,TEARDROP,CA,2008-02-21 13:38:00
43394,Armada,RED,CIGAR,MI,2008-02-21 17:30:00
43395,Corpus Christi,,LIGHT,TX,2008-02-21 18:00:00
43396,Providence,,OTHER,RI,2008-02-21 18:00:00
43397,Oscoda,YELLOW,CYLINDER,MI,2008-02-21 19:30:00
43398,Purdy,,EGG,NY,2008-02-21 19:30:00
43399,Converse,,LIGHT,IN,2008-02-21 20:06:00
43400,Oklahoma City,RED,CIRCLE,OK,2008-02-21 20:30:00
43401,Hoyt Lakes,,SPHERE,MN,2008-02-21 20:39:00
43402,Fort Worth,,CIRCLE,TX,2008-02-21 22:15:00
43403,Kimbolton,,SPHERE,OH,2008-02-22 01:30:00
43404,Susquehanna,,LIGHT,PA,2008-02-22 02:00:00
43405,Stevens Pass,,CIRCLE,WA,2008-02-22 13:00:00
43406,Miami,,CIRCLE,FL,2008-02-22 14:00:00
43407,Deham Springs,,SPHERE,LA,2008-02-22 18:30:00
43408,Murrieta,,TRIANGLE,CA,2008-02-22 18:30:00
43409,Santa Fe,,FIREBALL,NM,2008-02-22 18:50:00
43410,Huntington Beach,,DISK,CA,2008-02-22 19:00:00
43411,Lake Du Bay,GREEN,FIREBALL,WI,2008-02-22 20:00:00
43412,Castro Valley,,DISK,CA,2008-02-22 20:10:00
43413,Cincinnati,,RECTANGLE,OH,2008-02-22 20:50:00
43414,Wheaton,,LIGHT,IL,2008-02-23 01:38:00
43415,Crystal Lake,,FIREBALL,IL,2008-02-23 01:45:00
43416,El Paso,,FIREBALL,TX,2008-02-23 13:00:00
43417,La Habra,,RECTANGLE,CA,2008-02-23 13:30:00
43418,Dunedin,,LIGHT,FL,2008-02-23 19:00:00
43419,Goose Creek,,LIGHT,SC,2008-02-23 20:20:00
